0,,,,,,,
1,,,0,,,,
4,,,1,,,,
10251,,,1,,,,
6,,,2,,,,
13568,,,2,,,,
16862,,,2,,,,
19091,,,2,,,,
24114,,,2,,,,
7,,,3,,,,
17,,,4,,,,
7109,,,4,,,,
19,,,5,,,,
7801,,,5,,,,
12999,,,5,,,,
15973,,,5,,,,
20,,,6,,,,
28,,,7,,,,
29,,,8,,,,
15529,,,8,,,,
32,,,9,,,,
17643,,,9,,,,
17701,,,9,,,,
39,,,10,,,,
4267,,,10,,,,
8166,,,10,,,,
40,,,11,,,,
45,,,12,,,,
120,,,12,,,,
46,,,13,,,,
49,,,14,,,,
3372,,,14,,,,
50,,,15,,,,
58,,,16,,,,
7937,,,16,,,,
12434,,,16,,,,
70,,,17,,,,
81,,,18,,,,
82,,,19,,,,
2970,,,19,,,,
87,,,20,,,,
3575,,,20,,,,
89,,,21,,,,
taberror,43,in,21,,,,
2960,,,21,,,,
8981,,,21,,,,
9165,,,21,,,,
taberror,43,in,21,,,,
14348,,,21,,,,
16564,,,21,,,,
20916,,,21,,,,
taberror,43,in,21,,,,
22470,,,21,,,,
24263,,,21,,,,
91,,,22,,,,
4159,,,22,,,,
13476,,,22,,,,
23112,,,22,,,,
92,,,23,,,,
94,,,24,,,,
97,,,25,,,,
11412,,,25,,,,
102,,,26,,,,
5349,,,26,,,,
12720,,,26,,,,
18669,,,26,,,,
116,,,27,,,,
117,,,28,,,,
24545,,,28,,,,
118,,,29,,,,
18793,,,29,,,,
119,,,30,,,,
121,,,31,,,,
taberror,7,in,31,,,,
123,,,32,,,,
124,,,33,,,,
131,,,34,,,,
3106,,,34,,,,
145,,,35,,,,
17810,,,35,,,,
24125,,,35,,,,
146,,,36,,,,
15015,,,36,,,,
17922,,,36,,,,
taberror,0,in,36,,,,
153,,,37,,,,
13205,,,37,,,,
15548,,,37,,,,
168,,,38,,,,
169,,,39,,,,
176,,,40,,,,
2063,,,40,,,,
5515,,,40,,,,
6386,,,40,,,,
178,,,41,,,,
20504,,,41,,,,
185,,,42,,,,
187,,,43,,,,
191,,,44,,,,
192,,,45,,,,
197,,,46,,,,
16982,,,46,,,,
202,,,47,,,,
13501,,,47,,,,
205,,,48,,,,
21980,,,48,,,,
213,,,49,,,,
1456,,,49,,,,
215,,,50,,,,
225,,,51,,,,
4304,,,51,,,,
10501,,,51,,,,
24722,,,51,,,,
226,,,52,,,,
11968,,,52,,,,
231,,,53,,,,
234,,,54,,,,
235,,,55,,,,
238,,,56,,,,
9380,,,56,,,,
18681,,,56,,,,
239,,,57,,,,
246,,,58,,,,
4161,,,58,,,,
247,,,59,,,,
250,,,60,,,,
