,Астраханская область,Волгоградская область,Иркутская область,Кабардино-Балкарская Республика,Кемеровская область,Краснодарский край,Красноярский край,Курганская область,Ленинградская область,Нижегородская область,Новосибирская область,Омская область,Оренбургская область,Пермский край,Приморский край,Республика Башкортостан,Республика Дагестан,Республика Калмыкия,Республика Коми,Республика Марий Эл,Республика Татарстан (Татарстан),Ростовская область,Рязанская область,Саратовская область,Сахалинская область,Тверская область,Томская область,Тюменская область,Ярославская область
2012-11-01,10099.553796594266,11066.77621702203,14571.161909010527,,,10563.307831318827,13152.640469824059,10780.77733716912,11482.618473351424,9806.063253962475,16297.04511857505,11047.677465363378,11171.700246903534,10943.71244938666,17000.0,8468.093069998211,7075.466061353059,7700.770077007702,13811.972899448205,8750.817876734094,,9949.568364143885,5816.121473448633,9898.435138085579,10860.602567729507,,12820.67896930537,9624.217312021825,6168.32228148838
2012-12-01,9164.335115029637,10616.358424989236,14013.086407895424,,9400.0,9452.047847464088,12467.387901346226,9310.279308379253,11015.275901486022,9119.638826185103,13581.957401820444,9269.001393439874,9232.29308404108,10192.973775358732,17000.0,6749.9169860955735,7306.833801559303,7700.770077007702,12517.791038769908,6380.221313926827,,9434.180722881232,5609.649161141207,8907.60178076321,10873.635290810784,9900.0,13986.07868761523,8694.517919680517,5098.7351978782945
2013-01-01,7979.386584656304,10419.955794126934,12966.308853225633,,9400.0,8919.89755365186,10541.176470588234,9310.279308379253,11015.275901486022,9119.638826185103,12086.583891880011,8599.779492833515,9207.365892714171,10300.0,17000.0,6422.546012269939,6405.9011938270405,7700.770077007702,11450.023463162835,6380.221313926827,,9769.094138543516,3642.345200328986,8709.853021230267,10827.966022589379,9900.0,12952.507472600464,9436.160298229264,5665.204678362573
2013-02-01,9600.0,9900.0,12200.0,,9400.0,10100.0,11200.0,9800.0,10600.0,10100.0,11000.0,7800.0,9200.0,10300.0,17000.0,6700.0,6600.0,7700.0,12200.0,6400.0,,9900.0,6200.0,9600.0,11600.0,9900.0,11700.0,8100.0,6200.0
2013-03-01,9600.0,10533.6,11719.32,,9400.0,10193.93,11312.0,9800.0,10600.0,9610.15,11543.4,7810.920000000001,10113.560000000001,8889.93,17000.0,7005.52,5877.96,7700.0,13268.720000000001,6444.16,,10026.72,5563.88,9698.88,11551.28,9900.0,10696.14,7620.48,6169.0
2013-04-01,9600.0,10511.479440000003,10848.574524,,9400.0,9120.509171,9895.7376,9800.0,10600.0,9120.032350000001,11679.61212,7283.6829,10733.521228,9251.750151,17000.0,7269.628103999999,5397.730667999999,7700.7699999999995,12538.9404,6444.16,,9954.527616000001,5888.254204,9303.165696,11767.288936,9900.0,10556.020566000001,7999.217856,5790.8403
2013-05-01,9600.0,10861.511705352,11451.7552675344,,9400.0,8858.750557792298,9647.354586239999,8820.0,9717.02,9512.19374105,11679.61212,7242.894275760001,9813.658458760401,9238.7977007886,17000.0,7182.392566752,5515.401196562401,7792.409163000001,10185.381286920001,6444.16,,9790.277910336,6019.562272749199,9303.165696,11767.288936,9900.0,10477.9060138116,7284.087779673601,6200.252709209999
2013-06-01,10160.64,11320.953650488389,12233.910152306997,,9400.0,10355.8794020592,11937.636565013374,8820.0,9717.02,10051.535126167535,11679.61212,8179.400505615769,10534.962355479289,10417.668287409228,17000.0,7092.6126596675995,7265.989536351307,7792.409163000001,11030.76793373436,6257.2793599999995,,10264.127361196262,6242.28607684092,9303.165696,11509.5853083016,9900.0,12469.755947037187,7627.896722874197,6703.713229197851
2013-07-01,10409.57568,11783.980654793366,12720.819776368817,,9400.0,10847.783673657012,11830.197835928255,8820.0,9717.02,10639.549931048336,12359.365545383998,9843.908508508577,11518.927839481055,11218.786978710996,17994.5,8018.907873020188,7915.569000901112,7949.036587176301,11336.320205498803,6257.2793599999995,,10070.135354069653,6242.28607684092,9303.165696,11416.357667304357,9900.0,14020.993586848612,7421.180721684306,7018.78775097015
2013-08-01,11281.898121983999,12153.997647353875,13378.486158807085,,9400.0,10806.562095697116,13049.891232812459,9310.391999999998,10600.297118,11130.033182869664,15545.609982983995,10512.30989623631,11717.053398320131,11712.41360577428,17994.5,9285.895316957378,7689.975284375431,9192.265909410673,11086.921160977829,6257.2793599999995,,9903.978120727501,6288.478993809542,10689.337384704,11736.015681988882,9900.0,15573.117576912753,7338.063497601442,7333.229442213614
2013-09-01,11281.898121983999,12169.797844295437,13979.180187337523,,9400.0,10832.497844726791,12868.497744676366,9800.1186192,10600.297118,10394.33798948198,16094.37001538333,10580.639910561846,12804.39595368424,10836.325068062362,17994.5,9401.04041888765,7568.4736748823,8753.794825531786,11426.180948503748,6257.2793599999995,,10296.17565430831,7175.783379836069,11810.64887635945,11748.925299239068,9900.0,15573.117576912753,7338.063497601442,6798.637015876241
2013-10-01,11281.898121983999,11941.005644822684,14202.84707033492,,9400.0,10590.933142789383,12698.633574446638,10780.130481120003,10600.297118,9806.0184592773,16541.79350181099,9320.485697213931,10212.786212658551,10053.942398148261,17994.5,8726.985820853404,7484.463617091106,7771.61904610712,10716.615111601666,6257.2793599999995,,9914.187537533471,6178.349490038854,11351.214635069067,11879.338370060623,9900.0,15573.117576912753,7338.063497601442,6106.535767660038
2013-11-01,11281.898121983999,11941.005644822684,12293.984424081906,,9400.0,9637.74915993834,11691.631931993019,10780.130481120003,10600.297118,9806.0184592773,16296.974957984186,8964.443143580358,10406.829150699063,9359.214978436217,17994.5,8318.562884437466,7395.398500047723,7771.61904610712,10543.00594679372,6257.2793599999995,,10199.716138614433,5572.871240015047,12865.466667387278,11525.334086632816,9900.0,14115.473771713721,7448.868256415224,6295.227722880733
