Субъект федерации,,Акцизы на нефтепродукты,Акцизы на нефтепродукты (фед.бюджет),Акцизы на нефтепродукты  (суб.бюджет),НДПИ (нефть),"НДПИ (нефть, фед.бюджет)","НДПИ (нефть, суб.бюджет)",НДПИ,НДПИ (фед.бюджет),НДПИ (суб.бюджет),Задолженность по НДПИ,Задолженность по акцизу на нефтепродукты,Задолженность по налогам и сборам в добыче сырой нефти и природного газа,Задолженность по налогам и сборам в добыче сырой нефти и природного газа (удельный вес в общей сумме задолженности),НДПИ (газ горючий природный),"НДПИ (газ горючий природный, фед.бюджет)","НДПИ (газ горючий природный, суб.бюджет)",НДПИ (газовый конденсат ),"НДПИ (газовый конденсат, фед.бюджет)","НДПИ (газовый конденсат, суб.бюджет)"
Республика Башкортостан,2014-01-01,43881.373,12286.784,31594.589,65553.679,65553.679,0,66152.817,65767.78,385.037,18.258,27.85400000000001,22.22900000000001,0.2297896684,19.832,19.832,0,0.0,0.0,0
Республика Башкортостан,2015-01-01,34512.585,,34512.585,79294.12400000001,79294.12400000001,0,79958.886,79541.147,417.739,51.018,0.0,59.076,0.5753338609,19.594,19.594,0,-0.005,-0.005,0
Республика Башкортостан,2016-01-01,45766.317,3740.2630000000004,42026.054000000004,68061.822,68061.822,0,68840.034,68347.687,492.347,22.286,0.01,87.98700000000002,0.7715854644,17.894000000000005,17.894000000000005,0,0.0,0.0,0
Республика Башкортостан,2017-01-01,53229.017,20386.714,32842.303,97327.13,97327.13,0,98149.45199999999,97630.125,519.327,19.632,0.322,6.2940000000000005,0.024604601400000002,18.559,18.559,0,0.0,0.0,0
Республика Бурятия,2013-01-01,,,,,,0,700.2690000000273,270.53399999993,429.73499999997193,4.253000000000014,0.0,,,,,0,,,0
Республика Бурятия,2014-01-01,0.006999999999999999,0.002,0.005,0.0,0.0,0,782.921,308.147,474.774,139.173,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Бурятия,2015-01-01,-0.006999999999999999,,-0.006999999999999999,0.0,0.0,0,1145.82,453.45599999999996,692.3639999999999,113.56700000000001,0.0,0.006999999999999999,0.0002728796,0.0,0.0,0,0.0,0.0,0
Республика Бурятия,2016-01-01,0.0,0,0.0,0.0,0.0,0,1246.8870000000004,495.69599999999997,751.191,86.28299999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Бурятия,2017-01-01,0.0,0,0.0,0.0,0.0,0,1190.278,468.643,721.635,4.026,0.0,0.184,0.0025800119,0.0,0.0,0,0.0,0.0,0
Республика Дагестан,2013-01-01,14.527000000015008,4.066999999998134,10.459999999968247,667.0509999999571,667.0509999999571,0,779.5400000003102,761.2689999997984,18.27100000000507,5.174999999999998,1.56,,,,,0,,,0
Республика Дагестан,2014-01-01,1.867,0.523,1.344,702.4820000000003,702.4820000000003,0,824.827,806.4019999999999,18.425,11.265999999999998,0.6409999999999999,9.958,0.08229931630000001,99.838,99.838,0,2.44,2.44,0
Республика Дагестан,2015-01-01,0.597,,0.597,873.1419999999998,873.1419999999998,0,1002.391,974.424,27.967,14.896,0.275,30.621,0.3406195202,84.19800000000002,84.19800000000002,0,13.76,13.76,0
Республика Дагестан,2016-01-01,2.269,-0.155,2.424,737.07,737.07,0,839.086,813.56,25.526,14.104000000000001,0.14300000000000002,55.365,0.5426750484,67.456,67.456,0,9.089,9.089,0
Республика Дагестан,2017-01-01,30.992,11.870000000000001,19.122,871.4240000000003,871.4240000000003,0,953.824,937.083,16.741,37.334,0.05,265.18100000000004,1.294756398,51.482,51.482,0,12.675999999999998,12.675999999999998,0
Республика Ингушетия,2013-01-01,,,,141.64100000001756,141.64100000001756,0,143.49700000002278,141.64100000001758,1.8559999999996284,472.51099999999997,1.845,,,,,0,,,0
Республика Ингушетия,2014-01-01,0.0,0,0.0,173.07299999999995,173.07299999999995,0,174.99099999999999,173.07299999999998,1.918,463.78,1.845,2.9330000000000003,0.1872889966,0.0,0.0,0,0.0,0.0,0
Республика Ингушетия,2015-01-01,0.01,,0.01,250.343,250.343,0,251.0,250.343,0.657,465.425,1.845,754.8910000000003,46.460749153900004,0.0,0.0,0,0.0,0.0,0
Республика Ингушетия,2016-01-01,0.002,0,0.002,214.517,214.517,0,217.12599999999998,214.527,2.5989999999999998,465.062,1.845,751.419,33.590057880399996,0.0,0.0,0,0.0,0.0,0
Республика Ингушетия,2017-01-01,0.0,0,0.0,287.694,287.694,0,289.394,287.684,1.71,3.1020000000000003,0.0,4.0760000000000005,0.143258117,0.0,0.0,0,0.0,0.0,0
Республика Калмыкия,2013-01-01,,,,599.0350000000914,599.0350000000914,0,627.6909999998259,626.9799999997159,0.7110000000004103,121.063,0.006,,,,,0,,,0
Республика Калмыкия,2014-01-01,0.0,0,0.0,497.56300000000016,497.56300000000016,0,533.807,533.211,0.596,127.894,0.006,151.874,12.053539895,35.66,35.66,0,0.0,0.0,0
Республика Калмыкия,2015-01-01,0.0,,0.0,656.182,656.182,0,686.201,685.5219999999999,0.679,131.355,0.0,165.511,18.9938626933,29.34,29.34,0,0.0,0.0,0
Республика Калмыкия,2016-01-01,0.0,0,0.0,698.409,698.409,0,721.046,720.523,0.523,70.548,0.0,100.139,11.7769992226,22.114,22.114,0,0.0,0.0,0
Республика Калмыкия,2017-01-01,0.0,0,0.0,811.22,811.22,0,848.355,848.0840000000002,0.271,18.439,0.0,91.25,2.8409462389999995,36.864000000000004,36.864000000000004,0,0.0,0.0,0
Республика Карелия,2013-01-01,,,,,,0,726.0430000003048,230.28900000000627,495.75400000026866,13.934000000000001,0.0,,,,,0,,,0
Республика Карелия,2014-01-01,0.0,0,0.0,0.0,0.0,0,658.065,203.708,454.35699999999997,15.304,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Карелия,2015-01-01,0.0,,0.0,0.0,0.0,0,703.191,224.705,478.4860000000001,18.042,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Карелия,2016-01-01,0.0,0,0.0,0.0,0.0,0,770.927,250.412,520.515,14.993,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Карелия,2017-01-01,0.0,0,0.0,0.0,0.0,0,801.663,258.723,542.94,21.924,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Коми,2013-01-01,6245.039000000041,1748.6110000004594,4496.427999999368,56920.7749999886,56920.7749999886,0,58177.40000001272,57881.12600000991,296.2740000000443,53.230000000000004,0.0,,,,,0,,,0
Республика Коми,2014-01-01,7314.121,2047.9540000000002,5266.167,63765.342,63765.342,0,64954.029,64736.364,217.665,110.212,0.0,172.845,3.90089081,780.8639999999998,780.8639999999998,0,83.725,83.725,0
Республика Коми,2015-01-01,5136.483,,5136.483,76382.965,76382.965,0,78027.077,77695.968,331.1090000000001,45.842,0.0,125.379,2.6739453955,692.8810000000003,692.8810000000003,0,432.899,432.899,0
Республика Коми,2016-01-01,7726.244000000002,532.965,7193.279,66518.969,66518.969,0,68325.34599999999,68043.132,282.214,339.298,0.0,403.81300000000016,7.031699615700001,725.181,725.181,0,654.571,654.571,0
Республика Коми,2017-01-01,8924.129,3417.9410000000003,5506.188,84170.141,84170.141,0,86423.68800000001,86012.224,411.464,863.575,0.0,658.3939999999999,5.152259498399999,1024.353,1024.353,0,598.693,598.693,0
Республика Крым,2015-01-01,0.0,,0.0,61.955,61.955,0,281.684,216.641,65.043,0.033,0.0,0.435,0.23338161920000006,0.735,0.735,0,2.474,2.474,0
Республика Крым,2016-01-01,0.0,0,0.0,55.556000000000004,55.556000000000004,0,330.74300000000005,217.289,113.454,0.08900000000000001,0.0,0.746,0.1120029307,0.7170000000000001,0.7170000000000001,0,3.318,3.318,0
Республика Крым,2017-01-01,0.0,0,0.0,75.15400000000002,75.15400000000002,0,1264.8,1074.622,190.178,0.002,0.0,0.188,0.0098129075,5.144,5.144,0,20.085,20.085,0
Республика Марий Эл,2013-01-01,78.3210000091348,21.929999997884554,56.390999998209054,,,0,15.083000000008557,,15.082000000000637,1.336,0.0,,,,,0,,,0
Республика Марий Эл,2014-01-01,0.29400000000000004,0.082,0.212,0.0,0.0,0,13.27,0.0,13.27,0.745,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Марий Эл,2015-01-01,2.154,,2.154,0.0,0.0,0,15.177,0.0,15.177,1.196,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Марий Эл,2016-01-01,-0.171,-0.171,0.0,0.0,0.0,0,11.623,0.0,11.623,1.075,0.0,0.006999999999999999,0.0003554189,0.0,0.0,0,0.0,0.0,0
Республика Марий Эл,2017-01-01,0.418,0.16,0.258,0.0,0.0,0,15.151000000000002,0.001,15.15,0.383,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Мордовия,2013-01-01,,,,,,0,42.25299999998743,11.234000000000487,31.018999999985837,0.23500000000000032,0.0,,,,,0,,,0
Республика Мордовия,2014-01-01,0.0,0,0.0,0.0,0.0,0,44.758,12.210999999999999,32.547000000000004,1.4460000000000002,0.0,91.182,2.8962867483,0.0,0.0,0,0.0,0.0,0
Республика Мордовия,2015-01-01,0.0,,0.0,0.0,0.0,0,32.672000000000004,7.065,25.607000000000006,2.044,0.0,91.182,2.5670926104,0.0,0.0,0,0.0,0.0,0
Республика Мордовия,2016-01-01,0.0,0,0.0,0.0,0.0,0,26.122,7.437,18.685,0.46,0.0,91.2,2.7869973129,0.0,0.0,0,0.0,0.0,0
Республика Мордовия,2017-01-01,0.0,0,0.0,0.0,0.0,0,34.09,9.691,24.399,0.542,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Саха (Якутия),2013-01-01,315.81100000004443,88.42700000001855,227.38400000006504,2505.018999999937,2505.018999999937,0,14019.502999998793,4349.732999999833,9669.770000002432,106.876,28.846,,,,,0,,,0
Республика Саха (Якутия),2014-01-01,405.227,113.464,291.7630000000001,34530.393000000004,34530.393000000004,0,50084.694,36257.924,13826.77,113.039,0.0,130.69400000000002,2.3069780906,653.614,653.614,0,40.134,40.134,0
Республика Саха (Якутия),2015-01-01,389.645,,389.645,47295.807,47295.807,0,73506.985,48899.398,24607.587000000003,478.68300000000005,0.0,423.037,6.304509491,130.217,130.217,0,27.395,27.395,0
Республика Саха (Якутия),2016-01-01,413.085,26.225,386.86,42832.229000000014,42832.229000000014,0,63996.62,44663.825999999994,19332.793999999998,562.18,0.0,288.322,3.3446363284,139.888,139.888,0,49.672,49.672,0
Республика Саха (Якутия),2017-01-01,379.31300000000016,145.27700000000002,234.036,64986.049000000006,64986.049000000006,0,85718.41,66866.556,18851.854,237.082,0.0,26.62,0.1628514344,131.928,131.928,0,58.753,58.753,0
Республика Северная Осетия-Алания,2013-01-01,0.052000000000052005,0.014999999999925002,0.037000000000037,,,0,12.92900000000356,0.6139999999999108,12.315000000002463,1.772,0.006,,,,,0,,,0
Республика Северная Осетия-Алания,2014-01-01,0.004,0.001,0.003,0.0,0.0,0,13.380999999999998,0.674,12.707,0.752,0.006,0.081,0.0010721755,0.0,0.0,0,0.0,0.0,0
Республика Северная Осетия-Алания,2015-01-01,0.0,,0.0,0.0,0.0,0,9.232,0.302,8.93,0.7,0.0,0.308,0.005804757,0.0,0.0,0,0.0,0.0,0
Республика Северная Осетия-Алания,2016-01-01,0.0,0,0.0,0.006,0.006,0,15.995999999999999,0.35,15.645999999999999,2.847,6.93,0.051,0.000775108,0.0,0.0,0,0.0,0.0,0
Республика Северная Осетия-Алания,2017-01-01,0.005,0.002,0.003,0.0,0.0,0,15.74,0.34700000000000003,15.392999999999999,2.176,0.0,0.4920000000000001,0.0037694803,0.0,0.0,0,0.0,0.0,0
Республика Татарстан,2013-01-01,8848.017000003298,2477.445000000882,6370.572000001625,134082.65099994416,134082.65099994416,0,134162.63899996397,134087.28400002906,75.35500000000238,64.549,0.0,,,,,0,,,0
Республика Татарстан,2014-01-01,11456.982,3207.955,8249.027,149424.946,149424.946,0,149516.59,149428.93,87.66,8.719000000000001,0.0,50.2,0.6049514918,0.0,0.0,0,0.0,0.0,0
Республика Татарстан,2015-01-01,4634.673,,4634.673,166405.17,166405.17,0,166487.451,166409.637,77.81400000000002,10.25,2.03,20.597,0.2141555832,0.0,0.0,0,0.0,0.0,0
Республика Татарстан,2016-01-01,5563.2220000000025,292.057,5271.165,147692.837,147692.837,0,147778.609,147697.5,81.10900000000002,13.178,2.03,81.902,0.7333040198,0.0,0.0,0,0.0,0.0,0
Республика Татарстан,2017-01-01,2607.455,998.6550000000001,1608.8,228255.633,228255.633,0,228343.05899999998,228260.38199999998,82.677,11.909,2.03,0.326,0.0014071064000000001,0.0,0.0,0,0.0,0.0,0
Республика Тыва,2013-01-01,,,,,,0,166.7280000000286,65.95699999997352,100.77100000001195,7.760000000000002,0.038,,,,,0,,,0
Республика Тыва,2014-01-01,0.0,0,0.0,0.0,0.0,0,210.747,75.805,134.942,2.1430000000000002,0.038,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Тыва,2015-01-01,0.0,,0.0,0.0,0.0,0,281.61,118.23899999999999,163.371,13.048,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Тыва,2016-01-01,0.0,0,0.0,0.0,0.0,0,382.484,151.40200000000004,231.082,6.015,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Республика Тыва,2017-01-01,0.0,0,0.0,0.0,0.0,0,256.096,100.87200000000001,155.22400000000005,4.066,0.0,0.013000000000000001,0.001086377,0.0,0.0,0,0.0,0.0,0
Республика Хакасия,2013-01-01,,,,,,0,723.2899999999671,286.98700000012,436.3030000001051,1.5410000000000004,0.0,,,,,0,,,0
Республика Хакасия,2014-01-01,0.0,0,0.0,0.0,0.0,0,676.2520000000002,267.528,408.7240000000001,11.818,0.0,0.002,0.0001604843,0.0,0.0,0,0.0,0.0,0
Республика Хакасия,2015-01-01,0.0,,0.0,0.0,0.0,0,884.005,351.1380000000001,532.8670000000002,26.78,0.0,0.002,0.0001371209,0.0,0.0,0,0.0,0.0,0
Республика Хакасия,2016-01-01,0.0,0,0.0,0.0,0.0,0,992.932,393.729,599.203,46.408,0.0,0.002,0.0001047588,0.0,0.0,0,0.0,0.0,0
Республика Хакасия,2017-01-01,0.0,0,0.0,0.0,0.0,0,1172.798,465.27200000000005,707.5260000000002,48.69,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ростовская область,2013-01-01,,,,0.8809999999998955,0.8809999999998955,0,455.8720000001369,267.5310000000833,188.34099999998216,21.781000000000002,0.5790000000000001,,,,,0,,,0
Ростовская область,2014-01-01,-41.065,-11.498000000000001,-29.567,2.1060000000000003,2.1060000000000003,0,601.5260000000002,338.35699999999997,263.16900000000004,13.629000000000001,0.0,0.42200000000000004,0.0019626564000000003,235.535,235.535,0,-1.161,-1.161,0
Ростовская область,2015-01-01,0.647,,0.647,0.0,0.0,0,602.486,341.11699999999996,261.369,20.457,0.0,1.083,0.005631123399999999,227.36,227.36,0,8.488999999999999,8.488999999999999,0
Ростовская область,2016-01-01,-1.137,-0.137,-1.0,0.0,0.0,0,583.159,335.11,248.049,19.039,0.0,1.185,0.0047904521,235.032,235.032,0,11.246,11.246,0
Ростовская область,2017-01-01,-0.16,-0.061000000000000006,-0.099,0.0,0.0,0,862.2819999999999,495.10699999999997,367.175,16.717000000000002,0.0,7.997999999999998,0.0177322689,331.6520000000001,331.6520000000001,0,9.338,9.338,0
Рязанская область,2013-01-01,41569.85199998735,11639.559000006646,29930.292999993082,,,0,52.33700000000023,2.180999999999872,50.155999999993995,2.204,0.0,,,,,0,,,0
Рязанская область,2014-01-01,27955.896,7827.651000000001,20128.245,0.0,0.0,0,68.687,3.1319999999999997,65.555,4.259,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Рязанская область,2015-01-01,27691.545,,27691.545,0.0,0.0,0,63.95800000000001,3.4139999999999997,60.544,5.001,0.0,0.064,0.0012914119,0.0,0.0,0,0.0,0.0,0
Рязанская область,2016-01-01,41350.82,3114.8630000000003,38235.957,0.0,0.0,0,56.865,2.7110000000000003,54.153999999999996,1.5519999999999998,0.0,0.335,0.0055029562,0.0,0.0,0,0.0,0.0,0
Рязанская область,2017-01-01,45513.785,17431.78,28082.005,0.0,0.0,0,54.488,3.1790000000000003,51.30900000000001,2.968,0.0,0.016,0.0001427839,0.0,0.0,0,0.0,0.0,0
Самарская область,2013-01-01,45187.96300000049,12652.628999998811,32535.333999996623,60462.50400001356,60462.50400001356,0,60548.648999977784,60469.49999999358,79.14899999999176,2.777,2.556,,,,,0,,,0
Самарская область,2014-01-01,32374.702,9064.916000000001,23309.786,68586.067,68586.067,0,68671.932,68592.166,79.766,3.282,2.556,35.929,0.2342927845,0.0,0.0,0,0.0,0.0,0
Самарская область,2015-01-01,27278.24,,27278.24,80640.871,80640.871,0,80716.545,80647.354,69.191,3.5,0.526,40.942,0.2589776865,0.0,0.0,0,0.0,0.0,0
Самарская область,2016-01-01,41613.316,3430.819,38182.497,74681.35,74681.35,0,74740.244,74685.27799999999,54.966,6.505,6.739,50.332,0.2621585316,0.0,0.0,0,0.0,0.0,0
Самарская область,2017-01-01,50086.84099999999,19183.260000000002,30903.581,104354.946,104354.946,0,104416.04199999999,104358.35699999999,57.685,8.004,1.261,2.661,0.0068666791,0.0,0.0,0,0.0,0.0,0
Саратовская область,2013-01-01,9583.315999997496,2683.3279999993024,6899.987999997391,4358.2209999981515,4358.2209999981515,0,4731.985999998377,4677.333999999504,54.65200000001439,10.015999999999998,0.05499999999999261,,,,,0,,,0
Саратовская область,2014-01-01,9854.674,2759.308,7095.366,4649.681000000001,4649.681000000001,0,5240.9450000000015,5182.951,57.994,15.93,24.967,43.237,0.7227791013,497.274,497.274,0,35.944,35.944,0
Саратовская область,2015-01-01,7972.291999999998,,7972.291999999998,5558.762000000002,5558.762000000002,0,6297.499000000002,6243.948,53.551,178.234,0.031,187.782,2.6699361116,532.811,532.811,0,152.292,152.292,0
Саратовская область,2016-01-01,14072.341,1100.43,12971.911,5514.508000000002,5514.508000000002,0,6404.066999999999,6345.517000000002,58.55,35.959,0.031,46.407,0.5812770107,617.428,617.428,0,213.495,213.495,0
Саратовская область,2017-01-01,13323.716,5102.983,8220.733,8115.195000000002,8115.195000000002,0,8985.282000000001,8926.957,58.325,29.023000000000003,0.8009999999999999,109.148,0.6814342809,639.945,639.945,0,171.72400000000005,171.72400000000005,0
Сахалинская область,2013-01-01,138.30300000003115,38.72500000001093,99.57799999997728,3688.0550000006733,3688.0550000006733,0,3943.08399999865,3815.566999999386,127.51699999995574,42.497,13.932,,,,,0,,,0
Сахалинская область,2014-01-01,183.08900000000003,51.265,131.82399999999998,3760.6,3760.6,0,4033.633,3897.845,135.78799999999998,44.26,15.771,129.041,2.7188242567,70.35300000000001,70.35300000000001,0,30.321,30.321,0
Сахалинская область,2015-01-01,95.044,,95.044,8484.122000000001,8484.122000000001,0,8924.591,8635.940999999999,288.65,17.442,7.556,7.5630000000000015,0.1459966457,12.050999999999998,12.050999999999998,0,2.9490000000000003,2.9490000000000003,0
Сахалинская область,2016-01-01,135.77,11.22,124.55,8476.347,8476.347,0,8994.418,8649.098,345.32,22.801,15.373,1254.917,18.65926888,9.697000000000001,9.697000000000001,0,4.131,4.131,0
Сахалинская область,2017-01-01,234.533,89.82600000000001,144.707,11029.526000000002,11029.526000000002,0,11499.105,11181.886999999999,317.218,13.064,21.575,22.347,0.1576287645,9.716000000000001,9.716000000000001,0,3.7960000000000003,3.7960000000000003,0
Свердловская область,2013-01-01,,,,,,0,1727.5070000008063,637.1860000000647,1090.320999999459,25.323,0.364,,,,,0,,,0
Свердловская область,2014-01-01,0.001,0,0.001,-0.044000000000000004,-0.044000000000000004,0,1520.03,548.12,971.91,57.401,0.364,5.9460000000000015,0.0300150848,0.0,0.0,0,0.0,0.0,0
Свердловская область,2015-01-01,0.0,,0.0,0.0,0.0,0,1955.609,730.283,1225.326,35.026,0.364,12.713,0.060667997,0.0,0.0,0,0.0,0.0,0
Свердловская область,2016-01-01,0.027000000000000003,0.003,0.024,0.0,0.0,0,2231.1240000000007,836.7739999999999,1394.35,129.014,0.364,10.251,0.0384691421,0.0,0.0,0,0.0,0.0,0
Свердловская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,1881.404,699.442,1181.962,209.696,0.0,0.34500000000000003,0.0006563152,0.0,0.0,0,0.0,0.0,0
Смоленская область,2013-01-01,,,,,,0,31.064999999998243,0.07400000000001575,30.990999999999573,4.178,0.0,,,,,0,,,0
Смоленская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,28.691999999999997,0.047,28.645,4.14,0.005,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Смоленская область,2015-01-01,0.0,,0.0,0.0,0.0,0,22.365,0.039,22.326,0.6960000000000001,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Смоленская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,26.71,0.033,26.677,4.463,0.0,0.63,0.015374242,0.0,0.0,0,0.0,0.0,0
Смоленская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,26.381,0.034,26.346999999999998,5.3100000000000005,0.0,0.611,0.0048871571,0.0,0.0,0,0.0,0.0,0
Ставропольский край,2013-01-01,-76.34811393947133,-21.377537422507228,-54.97057651704967,3827.20799999987,3827.20799999987,0,4085.0590000009583,4033.737000000314,51.32200000000196,3.387,0.20000000000015916,,,,,0,,,0
Ставропольский край,2014-01-01,-176.717,-49.481,-127.236,4132.459,4132.459,0,4388.687,4329.532999999999,59.153999999999996,5.091,639.5540000000002,0.8430000000000001,0.0053174629,153.48600000000005,153.48600000000005,0,27.776,27.776,0
Ставропольский край,2015-01-01,-1707.9029999999998,,-1707.9029999999998,4935.960999999998,4935.960999999998,0,5159.305,5101.346000000001,57.958999999999996,3.141,642.427,1.545,0.0110119921,143.47899999999996,143.47899999999996,0,4.7040000000000015,4.7040000000000015,0
Ставропольский край,2016-01-01,-4307.194,-313.01,-3994.184,4357.539000000002,4357.539000000002,0,4572.721000000001,4524.340999999999,48.38,4.168,0.135,0.16699999999999998,0.001335149,143.37,143.37,0,6.343,6.343,0
Ставропольский край,2017-01-01,-6155.314,-2357.485,-3797.829,6054.555,6054.555,0,6321.602,6275.946999999999,45.655,5.811,0.135,0.012,5.12533e-05,200.645,200.645,0,5.14,5.14,0
Тамбовская область,2013-01-01,,,,,,0,9.328000000000447,,9.32799999999849,0.13899999999999998,0.0,,,,,0,,,0
Тамбовская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,9.302999999999999,0.016,9.287,0.002,0.0,0.165,0.0052351137,0.0,0.0,0,0.0,0.0,0
Тамбовская область,2015-01-01,0.0,,0.0,0.0,0.0,0,10.549,0.002,10.547,0.5489999999999999,0.0,1.22,0.0358824585,0.0,0.0,0,0.0,0.0,0
Тамбовская область,2016-01-01,0.0,0,0.0,0.0,0.0,0,8.916,0.011,8.905,0.5690000000000001,0.0,1.81,0.0304307191,0.0,0.0,0,0.0,0.0,0
Тамбовская область,2017-01-01,0.0,0,0.0,0.0,0.0,0,9.448,0.013,9.435,0.383,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Тверская область,2013-01-01,178.98999999998108,50.116999999989844,128.87299999998822,,,0,41.23199999999011,1.197000000000426,40.034999999994625,1.4050000000000002,0.0,,,,,0,,,0
Тверская область,2014-01-01,392.37,109.864,282.50600000000014,0.0,0.0,0,31.971999999999998,0.978,30.994,3.1180000000000003,0.0,0.654,0.0082718436,0.0,0.0,0,0.0,0.0,0
Тверская область,2015-01-01,296.307,,296.307,0.0,0.0,0,34.13,0.7909999999999999,33.339,1.649,0.0,0.7879999999999999,0.0094278864,0.0,0.0,0,0.0,0.0,0
Тверская область,2016-01-01,320.099,24.602,295.497,0.0,0.0,0,45.87,0.39299999999999996,45.477,2.408,13.639000000000001,0.055,0.0006388650000000001,0.0,0.0,0,0.0,0.0,0
Тверская область,2017-01-01,277.023,106.10000000000001,170.923,0.0,0.0,0,46.651,0.39799999999999996,46.253,6.146,13.639000000000001,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Томская область,2013-01-01,240.9409999999439,67.4629999999989,173.47800000002778,60144.324000016466,60144.324000016466,0,61922.39699999186,61900.50500000786,21.89200000000472,52.71200000000001,-8.881784197001252e-16,,,,,0,,,0
Томская область,2014-01-01,309.867,86.763,223.104,62245.669,62245.669,0,64136.982,64127.502,9.48,7.004,5.8039999999999985,138.531,4.0725761761,1850.711,1850.711,0,29.79600000000001,29.79600000000001,0
Томская область,2015-01-01,291.6090000000001,,291.6090000000001,65286.563,65286.563,0,68049.202,68019.814,29.388,30.661,0.923,153.609,4.1749075038,1615.2530000000006,1615.2530000000006,0,1116.985,1116.985,0
Томская область,2016-01-01,428.543,32.871,395.672,52804.242,52804.242,0,56032.123,55996.496,35.626999999999995,6.75,0.0,105.352,2.5521150903,1631.931,1631.931,0,1559.78,1559.78,0
Томская область,2017-01-01,445.088,170.46800000000002,274.62,74346.762,74346.762,0,79117.07,79089.515,27.555,11.264000000000001,0.0,21.073,0.2305530176,2760.559,2760.559,0,1982.1370000000002,1982.1370000000002,0
Тульская область,2013-01-01,,,,,,0,155.23399999998554,3.722000000000409,151.51199999996038,20.553000000000004,0.0,,,,,0,,,0
Тульская область,2014-01-01,0.0,0,0.0,0.0,0.0,0,173.112,3.4080000000000004,169.704,24.159000000000002,0.0,0.07,0.0014547087,0.0,0.0,0,0.0,0.0,0
Тульская область,2015-01-01,0.598,,0.598,0.0,0.0,0,171.25400000000005,4.022,167.232,25.228,0.0,0.081,0.0015210979,0.0,0.0,0,0.0,0.0,0
Тульская область,2016-01-01,0.16,0,0.16,0.0,0.0,0,149.644,4.623,145.02100000000004,8.474,0.0,0.002,2.79901e-05,0.0,0.0,0,0.0,0.0,0
Тульская область,2017-01-01,0.16399999999999998,0.063,0.101,0.0,0.0,0,181.175,6.678,174.497,6.569,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Тюменская область,2013-01-01,2020.301999999365,565.6839999997809,1454.6179999998994,49922.99600000801,49922.99600000801,0,49975.33400001967,49923.4449999886,51.8890000000042,29.724,0.0,,,,,0,,,0
Тюменская область,2014-01-01,1983.902,555.4920000000001,1428.41,57958.105,57958.105,0,58007.262,57958.725,48.537,30.137,0.0,480.177,8.759809194099999,0.0,0.0,0,0.0,0.0,0
Тюменская область,2015-01-01,-159.89700000000005,,-159.89700000000005,68428.17,68428.17,0,68486.99900000001,68428.735,58.263999999999996,32.674,0.0,260.93,4.6693691851,0.0,0.0,0,0.0,0.0,0
Тюменская область,2016-01-01,-1188.557,-95.043,-1093.514,62157.194,62157.194,0,62252.251,62157.876,94.375,23.625,0.0,247.097,3.4369613165,0.0,0.0,0,0.0,0.0,0
Тюменская область,2017-01-01,-4200.827,-1608.9170000000001,-2591.91,81362.185,81362.185,0,81445.015,81363.018,81.99700000000001,9.442,0.0,0.5670000000000001,0.0034119925,0.0,0.0,0,0.0,0.0,0
Удмуртская Республика,2013-01-01,,,,46434.81899998847,46434.81899998847,0,46455.12900001066,46434.62299998035,20.505999999992998,3.9220000000000113,0.0,,,,,0,,,0
Удмуртская Республика,2014-01-01,0.0,0,0.0,50013.819,50013.819,0,50030.26,50013.884000000005,16.375999999999998,28.82800000000001,0.0,26.159000000000002,0.3790916582,0.0,0.0,0,0.0,0.0,0
Удмуртская Республика,2015-01-01,0.0,,0.0,57340.192,57340.192,0,57356.808,57340.206,16.602,83.51400000000002,0.0,18.402,0.2593129742,0.0,0.0,0,0.0,0.0,0
Удмуртская Республика,2016-01-01,0.0,0,0.0,50302.195,50302.195,0,50319.66,50302.225999999995,17.434,82.24799999999998,0.0,191.077,2.7518354979,0.0,0.0,0,0.0,0.0,0
